categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Chips et frites|McCain|Golden Allumettes|a|Pommes de terre, huile de tournesol.|622|5|0.5|2.5|2.5|0.1|||||||||||||||||0|||
Chips et frites|McCain|Just au four classique|b|Pommes de terre, huile de tournesol, enrobage[amidon modifié pommes de terre, farine de riz, dextrine, fibre de pois, poudres à lever, de épaississant], sel.|695|4.5|0.5|3.5|2.5|0.5|||||||||||||||||0||E1400 - Dextrines,E14XX - Amidons modifiés,E415 - Gomme xanthane,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Chips et frites|McCain|Just au Four Coupe à ma Façon|b|Pommes de terre, huile de tournesol, enrobage[amidon modifié de pommes de terre, farine de riz, dextrine, fibre de pois, poudres à lever, épaississant].|689|5|0.5|3.5|3|0.6|||||||||||||||||0||E1400 - Dextrines,E14XX - Amidons modifiés,E415 - Gomme xanthane,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Chips et frites|McCain|Just au Four Allumettes|b|Pommes de terre, huile de tournesol, enrobage[amidon modifié de pommes de terre, farine de riz, dextrine, fibre de pois, poudres à lever, épaississant], sel.|708|5.5|0.5|3.5|3|0.6|||||||||||||||||0||E1400 - Dextrines,E14XX - Amidons modifiés,E415 - Gomme xanthane,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Chips et frites|McCain|Frites Golden Allumettes|a|Pommes de terre, huile de tournesol.|715|7.5|0.5|2.5|2.5|0.1|||||||||||||||||0|||
Chips et frites|McCain|Frites Tradition|a|Pommes de terre, huile de tournesol|556|4|0.5|2.5|2.5|0.1|||||||||||||||||0|||
Chips et frites|McCain|Just au Four Classique|c|Pommes de terre, huile de tournesol, enrobage[amidon modifié de pommes de terre, farine de riz, dextrine, fibre de pois, poudres à lever, sel.|695|4.5|0.5||2.5|0.5|||||||||||||||||0||E1400 - Dextrines,E14XX - Amidons modifiés,E415 - Gomme xanthane,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Chips et frites|McCain|Instant Frites pour le micro ondes Coupe Ondulée|b|Pommes de terre, huile de tournesol, sel, pommes de terre déshydratées.|787|6|0.5|2.5|3|0.4|||||||||||||||||0|||
Chips et frites|McCain|Frites Steakhouse|b|Pommes de terre, huile de tournesol.|695|7|0.5||2.5|0.1|||||||||||||||||0|||
Chips et frites|McDonald's|Frites Moyenne|b|Pommes de terre frites|1250|14.9|0.351|3.68|3.42|0.482|||||||||||||||||0|||
Chips et frites|McDonald's|Twister Fries|c|Pommes de terre frites épicées.|1111|14|2|2.5|3.7|2|||||||||||||||||0|||
Chips et frites|McDonald's|Winter fries|b|Pommes de terre frites, assaisonnement. |983|12|0|3.6|3.6|0.8|||||||||||||||||0|||
Chips et frites|McDonald's,McCain|Grande Frite|b|Bâtonnets de pommes de terre frites.|1249|15|0.3|3.7|3.4|0.48|||||||||||||||||0|||
Chips et frites|Monoprix|Chips aux crevettes|d|Farine de manioc 43.7 %, huile de tournesol, sucre, _crevettes_ 4.7 %, sel, ail, acidifiant : acide citrique, poudre à lever : carbonate acide de sodium, épices.|2210|31.2|8||1.6|1.92|||||||||||||||||0|en:crustaceans|E330 - Acide citrique,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Chips et frites|Mr Goot & Mme Kracq|Chips|d|Pomme de terre 72%, huile de tournesol 25%, sel de Guérande 3%|1996|24.5|0.3|5.2|6.1|2.18|||||||||||||||||0|||
Chips et frites|Netto|Chips allégées|d|Pommes de terre, huile de tournesol, sel.|2054|23.7|0.5||6.4|1.01|||||||||||||||||0|||
Chips et frites|Netto|Chips nature|d|Pommes de terre, huile de tournesol, sel.|2264|33.5|0.5||6.1|1.05|||||||||||||||||0|||
Chips et frites|Netto|Tuiles salées|d|Pomme de terre déshydratée 49%, huile de tournesol 27%, amidons de _blé_ et de pomme de terre, sirop de glucose, sel, huile de colza, émulsifiant : mono- et diglycérides d'acides gras.|2176|29|5.6||3.8|1.6|||||||||||||||||0|sulfites, blé, blé|E471 - Mono- et diglycérides d'acides gras alimentaires|
Chips et frites|Pfiff|Chips saveur paprika|d|Pommes de terre, huile de tournesol, assaisonnement saveur paprika, protéines de _lait_, huile de tournesol), sel.|2280|35|1.4|5|5.4|1.74|||||||||||||||||0|lactose, blé, blé, lait|E621 - Glutamate monosodique|
Chips et frites|Picard|Frites à la Graisse de Canard|b|Pomme de terre 88.6 %, graisse de canard 10.4 %,ail en poudre 0.5 %, sel.|937|10|0.5|4.1|3|0.51|||||||||||||||||0|||
Chips et frites|Picard|Pommes allumettes|a|Pomme de terre Bintje 95%, huile de tournesol, dextrose de blé|638|4.9|0.5|2.4|2.3|0.08|||||||||||||||||0|||
Chips et frites|Pom'Lisse,Marque Repère|Chips paysannes nature|c|Pommes de terre, huile de tournesol, sel.|2310|35|0.7|4.2|6.2|1.1|||||||||||||||||0|||
Chips et frites|Pouce,Auchan|Chips natures|d|Pommes de terre, huile de tournesol 34%, sel.|2258|34|0.5||5.5|1.1|||||||||||||||||0|||
Chips et frites|Quick|Frites Moyenne Les Rustiques|c|Pomme de terre frites, façon Rustique. Allergène présent : _Gluten_|805|8.2|0.752||3.08|1.2|||||||||||||||||0|Gluten||
Chips et frites|Sibell|Chips nature|c|pomme de terre, huile de tournesol, sel|2322|35.6|0.4|4.6|5.2|1.2|||||||||||||||||0|||
Chips et frites|Sibell|Chips craquantes saveur moutarde & miel|d|Pomme de terre, huile de tournesol, assaisonnement saveur _moutarde_ et miel, sel, arômes, _lactose_, _moutarde_, poivre noir, exhausteur de goût : glutamate monosodique, correcteur d'acidité : diacétate de sodium, poudre d'oignon, extrait d'épices), sel.|2301|34.8|0.4|4.4|5.5|1.9|||||||||||||||||0|en:gluten,en:milk,en:mustard|E262 - Acétates de sodium,E262ii - Diacétate de sodium,E621 - Glutamate monosodique|
Chips et frites|Sibell|Chips bleues pommes de terre Vitelotte|c|Pommes de terre Vitelotte, huile de tournesol, sel.|2272|34.2|1.5|5.7|4.8|1.1|||||||||||||||||0|||
Chips et frites|Sibell|Chips craquantes saveur Ail&olives|d|Pomme de terre, huile de tournesol, assaisonnement saveur ail et olives, sel.|2310|34.8|0.4|4.4|5.5|1.5|||||||||||||||||0||E262 - Acétates de sodium,E262ii - Diacétate de sodium|
Chips et frites|Sibell|Chips saveur Poulet braisé|c|Pommes de terre, huile de tournesol, assaisonnement saveur poulet braisé- amidon de blé - extrait de vin blanc - acidifiant : acide citrique), sel.|2268|35|0.6|5|6.6|1.56|||||||||||||||||0||E330 - Acide citrique,E621 - Glutamate monosodique,E635 - 5'-ribonucléotide disodique|
Chips et frites|Sibell|Chips de crabe|d|Fécule de manioc, huile de tournesol, chair de crabe, sucre, sel, ail, poivre, acidifiant, poudre à lever|2081|23.7|9.5||1.7|1.86|||||||||||||||||0||E330 - Acide citrique,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Chips et frites|Sibell|Chips craquantes saveur bouillabaisse|d|Pommes de terre, huile de tournesol, assaisonnement saveur bouillabaisse, sel.|2174|32|1||5|1.6|||||||||||||||||0|blé|E160c - Extrait de paprika|
Chips et frites|Sibell|Chips saveur Bolognaise|d|Pommes de terre, huile de tournesol, assaisonnement saveur bolonaise- exhausteur de goût : glutamate monosodique - dextrose - sel - maltodextrine - chapelure de blé- acidifiant : acide citrique), sel.|2269|34.5|1.4|5|6|1.9812|||||||||||||||||0|lait|E330 - Acide citrique,E621 - Glutamate monosodique|
Chips et frites|Sibell|Chips Nature|d|Pommes de terre, huile de tournesol, sel.|2305|36|0.4||5.1|1.21|||||||||||||||||0|||
Chips et frites|Sibell|Chips saveur barbecue|d|Pommes de terre, huile de tournesol, arôme barbecue, poudre d'oignon, vinaigre de malt, acidifiant, épices, arômes, colorant), sel. |2315|35|1|5|5|2.5|||||||||||||||||0||E160c - Extrait de paprika,E330 - Acide citrique,E621 - Glutamate monosodique|
Chips et frites|Sibell|Chips saveur Méchoui|d|Pommes de terre, huile de tournesol, assaisonnement saveur viande grillée [maltodextrine, épices, sel, sucre, poudre d'ail, poudre d'oignon, poudre de persil, poudre de poivrons rouges, arômes, poudre de levure, huile de tournesol, colorant], sel.|2250|34|1|5|5|1.9812|||||||||||||||||0|blé|E160c - Extrait de paprika|
Chips et frites|Sibell|Chips croustillantes|c|Pommes de terre, huile de tournesol, sel.|2322|35.6|0.4|4.6|5.2|1.2|||||||||||||||||0|||
Chips et frites|Sibell|Chips à l'ancienne sel marin de Camargue|d|Pommes de terre, huile de tournesol, sel marin de Camargue|2356|37|0.4|4.7|5.4|1.2|||||||||||||||||0|||
Chips et frites|Sibell|Chips saveur Paprika|d|Pommes de terre, huile de tournesol, arôme paprika, dextrose de maïs, concentré de protéines de soja, sel, protéines de lait, matière grasse, sel.|2315|35|1|5|5|2.032|||||||||||||||||1||E621 - Glutamate monosodique|
Chips et frites|Sibell|Chips craquantes saveurs Bleu & Noix|d|Pommes de terre, huile de tournesol, assaisonnement saveurs bleu & noix, sel, extrait de levure, préparations et substances aromatisantes), sel.|2300|34.7|1||5.67|1.77|||||||||||||||||0|Lait, fromage, lait||
Chips et frites|Tokapi,Marque repère|Pétales à la crevette|d|Fécule de manioc 46%, huile de tournesol, chair de _crevette_ 17%, sucre, sel, poivre, ail, acidifiant : acide citrique, poudre à lever : carbonate acide de sodium.|2234|31.3|7|1.7|2.1|1.9|||||||||||||||||0|crevette|E330 - Acide citrique,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Chips et frites|Too Good|Snack poppé saveur fromage|c|Préparation à base de _soja_, farine de tapioca, sel), préparation à base de pomme de terre, farine de riz, sel), arôme fromage, oignons, fécule de pomme de terre, ail, huile de tournesol), huile de tournesol, poudre de lin|1657|9.1|8|7|18|1.8|||||||||||||||||0|soja, lactose, lait||
Chips et frites|Top Budget|Les chips de pommes de terre|d|Pommes de terre, huile de tournesol, sel.|2257|33.5|0.5||6.1|1.05|||||||||||||||||0|||
Chips et frites|U|Chips à l'ancienne saveur crème et oignon|d|Pommes de terre56%, huile de tournesol 37%, assaisonnement crème oignon [arômes], sel. Traces éventuelles de céréales contenant du gluten, céleri et moutarde|2321|37|2|4.7|5.8|1.7|||||||||||||||||0|en:milk||
Chips et frites|U|Chips nature|c|Pommes de terre64%, huile de tournesol 34%, sel. Traces éventuelles de céréales contenant du gluten, lait, moutarde et céleri.|2266|34|0.5|4.9|6|1.1|||||||||||||||||0|||
Chips et frites|U|Tuiles Hot Dog|c|Pomme de terre déshydratée47 %, huile de tournesol 26 %, amidons de _blé_ et de pomme de terre, sirop de glucose, sel, émulsifiant : mono- et diglycérides d'acides gras, huile de colza, poudre de _lactosérum_, extrait de levure, sucre, poudre d'ail, farine de riz, arôme, poudre d'oignon, paprika, paprika fumé, régulateur d'acidité : acide citrique, poivre blanc, colorant : curcumine.|2100|27.5|5|3.8|4|1.2|||||||||||||||||0|disulfite, blé, lactosérum|E100 - Curcumine,E223 - Disulfite de sodium,E330 - Acide citrique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Chips et frites|U|Chips à l'ancienne saveur jambon fumé|d|Pommes de terre55%, huile de tournesol 37%, assaisonnement jambon fumé [chapelure de BLE, LACTOSE, arômes et arômes de fumée, épices et aromate, FROMAGE fondu en poudre], sel. Traces éventuelles de moutarde et céleri.|2321|37|2|4.7|5.8|1.8|||||||||||||||||0|en:gluten,en:milk||
Chips et frites|U|Tuiles goût kebab|c|Pomme de terre déshydratée47%, huile de tournesol 20%, amidons de BLE et de pomme de terre, sirop de glucose, sel, émulsifiant : mono- et diglycérides d'acide gras, huile de colza, LAIT fermenté en poudre, épices, poudre d'oignon, extrait de levure, poudre d'ail, sucre, arôme, poudre de tomate, colorant : extrait de paprika, herbe aromatique, huile essentielle de citron.|2156|27|5.4|4.4|5|1.1|||||||||||||||||0|en:gluten,en:milk,en:sulphur-dioxide-and-sulphites|E160c - Extrait de paprika,E223 - Disulfite de sodium,E471 - Mono- et diglycérides d'acides gras alimentaires|
Chips et frites|U|Chips ondulées saveur chèvre poivre|c|Pommes de terre61.4%, huile de tournesol 31.4%, base aromatisante chèvre poivre, sel. Traces éventuelle de céréales contenant du gluten, moutarde, soja et arachides.|2157|32|4.2|4.5|6.1|1.5|||||||||||||||||0|en:milk||
Chips et frites|U|Chips saveur Wasabi|d|Pommes de terre58.8 %, huile de tournesol 34 %, assaisonnement wasabi, sel.|2277|34|2.4|5|5.6|2.2|||||||||||||||||0|blé|E100 - Curcumine,E133 - Bleu brillant FCF,E330 - Acide citrique|
Chips et frites|U|Chips extra ondulées saveur ketchup|d|Pommes de terre64%, huile de tournesol 27%, base aromatisante ketchup, sel. Traces éventuelles de lait, céréales contenant du gluten, moutarde, soja et arachides|2064|28|3.6|4.6|6.3|1.8|||||||||||||||||0||E262 - Acétates de sodium,E262ii - Diacétate de sodium,E296 - Acide malique,E330 - Acide citrique|
Chips et frites|U|Chips à l'ancienne nature|c|Pommes de terre59.7%, huile de tournesol 39%, sel. Traces éventuelles de céréales contenant du gluten, lait, moutarde, soja et arachides|2299|39|0.6|4.1|5.4|1.3|||||||||||||||||0|||
Chips et frites|U|Chips à la Crevette|d|Fécule de manioc 43%, huile de tournesol, chair de CREVETTE 17%, sucre, sel, poivre, ail, acidifiant : acide citrique, poudre à lever : carbonate acide de sodium. Traces éventuelles de céréales contenant du gluten et de lait.|2267|31.2|6.7|1|2|1.9|||||||||||||||||0|en:crustaceans|E330 - Acide citrique,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Chips et frites|U|Chips Paysanne|c|Pommes de terre64 %, huile de tournesol 34 %, sel.|2310|35|0.7|4.2|6.2|1.1|||||||||||||||||0|||
Chips et frites|U|Chips extra ondulées saveur épicée|c|Pommes de terre 65%, huile de tournesol 27%, base aromatisante pimentée, sucre, paprika en poudre 7%, piment en poudre 5%, colorant : extrait de paprika), sel. Traces éventuelles de céréales contenant du gluten, moutarde, soja et arachides.|2069|29|2.5|4.7|6.4|1.4|||||||||||||||||0|en:milk|E160c - Extrait de paprika|
Chips et frites|U|Tuiles goût wasabi|c|Pomme de terre déshydratée47%, huile de tournesol 20%, amidons BLE et pomme de terre, sirop de glucose, arôme, émulsifiant : mono- et diglycérides d acides gras, huile de colza, sel, colorants : complexes cuivre-chlorophylles et chlorophyllines et curcumine. Traces éventuelles de lait.|2067|26|5.9|4.7|4.4|1.1|||||||||||||||||0|en:gluten,en:sulphur-dioxide-and-sulphites|E141 - Complexe cuivrique des chlorophylles,E223 - Disulfite de sodium,E471 - Mono- et diglycérides d'acides gras alimentaires|
Chips et frites|U|Chips saveur barbecue|c|Pommes de terre58.9%, huile de tournesol 34%, base aromatisante barbecue [sucre, oignons, paprika, piment de la Jamaïque, arômes naturels, tomate, colorant: extrait de paprika, viande de boeuf], sel. Traces éventuelles d'autres céréales contenant du gluten, lait, céleri, moutarde.|2250|34|3|5|6|1.4|||||||||||||||||0|en:gluten|E160c - Extrait de paprika|
Chips et frites|U|Chips extra ondulées saveur sel et vinaigre|d|Pommes de terre 65%, huile de tournesol 27%, base aromatisante vinaigre1%, sel 1%), sel. Traces éventuelles de lait, moutarde, soja et arachides.|2062|28|1.2|4.6|6.2|2.3|||||||||||||||||0|en:gluten|E262 - Acétates de sodium,E262ii - Diacétate de sodium|
Chips et frites|U|Chips ondulées saveur poulet braisé|c|Pommes de terre58.9%, huile de tournesol 34%, base aromatisante poulet rôti, sel. Traces éventuelles de céréales contenant du gluten, lait, céleri et moutarde.|2250|34|1|5|6|1.4|||||||||||||||||0|||
Chips et frites|U Bio, U|Chips nature bio,|c|Pommes de terre* 63%, huile de tournesol* 35%, sel. Traces éventuelles de céréales contenant du gluten, lait, céleri et moutarde. *Ingrédient issu de l'agriculture biologique.|2270|35|0.5|5|6|1.3|||||||||||||||||0|||
Chips et frites|U Saveurs, U|Chips de Légumes|d|Mélange de Légumes en quantité variable70.2%, huile de tournesol 29.2%, sel.La répartition des chips de légumes peut varier d'un sachet à l'autre.|2018|29.2|32.7|17.3|5.7|0.64|||||||||||||||||0|||
Chips et frites|U Saveurs, U|Chips vitelottes|c|Pommes de terre Vitelottes 62%, huile de tournesol 36%, sel. Traces éventuelles de céréales contenant du gluten, lait, céleri et moutarde.|2273|36|2|5|5|1.3|||||||||||||||||0|||
Chips et frites|Vico|Chips Saveur Grill do Rio|d|Pommes de terre, huile de tournesol, base aromatisante viande grillée, sel|2260|37|3.8||5.8|1.3208|||||||||||||||||0|||
Chips et frites|Vico|La Classique nature|d|Pommes de terre sélectionnées, huile de tournesol 36%, sel.|2201|34|0.6||5.9|1.3|||||||||||||||||0|||
Chips et frites|Vico|Chips La Gourmande|d|Pommes de terre, huile de tournesol, base aromatisante pomme de terre cuisinée.|2180|33|2.9||6.8|1.22|||||||||||||||||0|en:milk||
Chips et frites|Vico|Vic. chips 4nat+2 Paprika|d|Pommes de terre, huile de tournesol, sel|2197|34|0.6||5.9|1.3|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|Chips|d|Pommes de terre, huile de tournesol, sel.|2201|34|0.6||5.9|1.3|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|La Classique Nature|d|Pommes de terre, huile de tournesol, sel.|2188|34|0.6||5.9|1.3|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|La classique Nature|d|Pommes de terre, huile de tournesol, sel.|2197|34|0.6||5.9|1.3|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|Chips saveur chèvre chaud & herbes|d|Pommes de terre, huile de tournesol, arôme naturel, FROMAGE de chèvre, persil, poivre, marjolaine, thym, romarin, sel. Traces éventuelles GLUTEN, MOUTARDE|2159|32.1|2||6|1.3|||||||||||||||||0|en:milk||
Chips et frites|Vico,Intersnack|Chips Poivre & Sel|d|Pommes de terre, huile de tournesol, arôme naturel, sel, sucre, poivre noir.|2159|32.1|2||5.7|1.29|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|Saveur moutarde vinaigrée|d|Pommes de terre, huile de tournesol, arôme naturel, sel, sucre, farine de riz, oignon, paprika, épices, herbes aromatiques, ail, vinaigre en poudre, huile de MOUTARDE. Traces éventuelles GLUTEN|2151|32.1|2||5.8|1.5|||||||||||||||||0|en:milk,en:mustard||
Chips et frites|Vico,Intersnack|Chips Saveur Merguez Grillée|d|Pommes de terre, huile de tournesol, arôme naturel, sel, paprika, oignon, ail, cumin, coriandre, poivre, herbes aromatiques, piment de Cayenne, bouillon de porc|2159|32.2|1.1||6|1.3|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|Saveur Merguez grillée|d|Pommes de terre, huile de tournesol, arôme naturel, paprika, oignon, ail, cumin, coriandre, poivre, herbes aromatiques, piment de Cayenne, viande bovine. Traces éventuelles LAIT, GLUTEN, MOUTARDE|2155|32.2|1.3||5.9|1.31|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|La Gourmande|d|Pommes de terre, huile de tournesol, base aromatisante pomme de terre cuisinée|2180|33|2.9||6.8|1.2|||||||||||||||||0|en:milk||
Chips et frites|Vico,Intersnack|Saveur paprika|d|Pommes de terre, huile de tournesol, arôme naturel, sucre, sel, dextrose de maïs, paprika, piment, oignon, ail, poivre blanc, piment de Cayenne. Traces éventuelles GLUTEN, LAIT, MOUTARDE|2151|32.2|3||6.1|1.35|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|La Légère|d|Pommes de terre, huile de tournesol, sel.|1963|23.9|0.7||6.8|1.52|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|La Légère|d|Pommes de terre, huile de tournesol, sel.|1962|23.9|0.7||6.8|1.5|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|La gourmande|d|Pommes de terre, huile de tournesol, base aromatisante pomme de terre cuisinée.|2180|33|2.9||6.8|1.22|||||||||||||||||0|en:milk||
Chips et frites|Vico,Intersnack|Extra Craquantes nature x6|d|Pommes de terre, huile de tournesol, sel.|2190|34|0.6||5.9|1.3|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|Chips de pomme de terre à l'ancienne, saveur vinaigre échalote|d|Pomme de terre, huile de tournesol, arôme, sel, oignon, échalote, extrait de vinaigre.|2234|36.9|0.8||5.3|2.1|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|La Savoureuse|d|Pommes de terre, huile de tournesol, arôme naturel, sel, LACTOSERUM, LAIT ENTIER.|2268|37.4|2.8||6.3|1.95|||||||||||||||||0|en:milk||
Chips et frites|Vico,Intersnack|Saveur Poulet grillé|d|Pommes de terre, huile de tournesol, arôme naturel, sel, sucre, épices, herbes aromatiques, viande de poulet. Traces éventuelles LAIT, MOUTARDE, GLUTEN|2142|31.9|2.3||6.2|1.37|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|La Légère -30% de M.G.|d|Pommes de terre, huile de tournesol, sel.|1962|23.9|0.7||6.8|1.5|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|Extra craquantes nature|d|Pommes de terre, huile de tournesol, sel.|2201|34|0.6||5.9|1.3|||||||||||||||||0|||
Chips et frites|Vico,Intersnack|Chips extra craquantes nature|d|Pommes de terre, huile de tournesol, sel.|2201|34|0.6||5.9|1.3|||||||||||||||||0|||
Chips et frites|Vico,Natur'& Bon,Intersnack|Chips de Lentilles Goût tomate mozzarella|d|farine de lentille, farine de maïs, farine de riz, huile de tournesol, amidon de maïs, amidon de pomme de terre, LACTOSERUM, sel, sucre, arôme naturel, tomate, persil, oignon, ail, poivre vert, fromage, basilic.  Traces éventuelles de Gluten.|1891|17|3.8||13|2.2|||||||||||||||||0|en:gluten,en:milk||
Chips et frites|air chips bio|Chips a Base De Pomme De Terre|c|Farine de riz blanc bio - poudre de pomme de terre bio- sel marin|418|0.3|0.24|1.5|2|1.2192||||||||||||0.02|||0.00036||0|||
Chips et frites|belle france|Chips à l'ancienne|d|Pommes de terre, huile de tournesol 39%, sel.|2320|39|2.67||5.33|1.3|||||||||||||||||0|||
Chips et frites|carrefour|Chips goût barbecue|c|pommes de terre 58%, huile de tournesol 34%, sucre, sel, tomate en poudre, extrait de levure, épices, oignon en poudre, acidifiants, ail en poudre, arôme naturel, extrait de paprika|2288|34|3|5.5|6|1.4|||||||||||||||||0|blé|E160c - Extrait de paprika,E296 - Acide malique,E330 - Acide citrique|
Chips et frites|u|Chips légères Nature, - 30% MG|c|Pommes de terre, huile de tournesol 24%, sel.  |2017|24|0.5|5|7|1|||||||||||||||||0|||
Chips et frites|vico|CHIPS À L'ANCIENNE AU SEL FIN|d|Pommes de terre, huile de tournesol, sel.|2314|39|0.6||5.4|1.3|||||||||||||||||0|||
Chips et frites|yummy|Frites du bistrot Bio à l'huile de tournesol|a|INGREDIENTS: Pomme de terre* 93.4% , huile de tournesol* 6.6%. Produit issu de l'agriculture Biologique.|649|6.6|0.5|3.5|2.6|0.1|||||||||||||||||0|||
Chocolats|Abtey|Excellence Poire Williams|e|Sucre, sucre inverti, pâte de cacao, beurre de cacao, eau de vie poire Williams, alcool, arôme, émulsifiant : lécithine de _soja_, extrait de vanille.|1753|21|45||3.1|0.03|||||||||||||||||0|soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Abtey|Ice Vodka|e|Sucre, pâte de cacao, sucre inverti, beurre de cacao, Vodka, alcool, arômes, émulsifiant : lécithine de _soja_, extrait de vanille.|2094|27.4|48.3||3.8|0.01|||||||||||||||||0|soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Abtey|Chocolat au Lait|e|Sucre, beurre de cacao, _lait_ entier en poudre, pâte de cacao, _lactose_ et protéines de _lait_, émulsifiant : lécithine de _soja_, extrait de vanille.|2276|32|55||6.1|0.18|||||||||||||||||0|lait, lactose, lait, soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Abtey|Pâques à la ferme|e|chocolat au lait, extrait de vanille), chocolat blanc, extrait de vanille), chocolat noir, extrait de vanille), badigeonnage jaune, badigeonnage rose, badigeonnage orange, badigeonnage rougeCacao >51% dans le chocolat noir Cacao >31% dans le chocolat lait Cacao >26% dans le chocolat blanc|2280|32|56||6.1|0.18|||||||||||||||||0|lait, lactose, protéines de lait, soja, lait, lactose, protéines de lait, lait, soja, soja|E100 - Curcumine,E162 - Rouge de betterave,E322 - Lécithines,E322i - Lécithine|
Chocolats|Abtey|Chocolat fourré liqueur Royal des Lys|e|Sucre, pâte de cacao, sucre inverti, beurre de cacao, eaux de vie, alcool, arômes, émulsifiant : lécithine de _soja_, extrait de vanille.|1937|23|45||4.5|0.02|||||||||||||||||0|en:soybeans|E322 - Lécithines,E322i - Lécithine|
Chocolats|Abtey|Chocolat fourré liqueur Mojito|e|Sucre, pâte de cacao, sucre inverti, beurre de cacao, rhum, alcool, émulsifiant : lécithine de _soja_, extrait de vanille.|2105|28|45|0|4.6|0.03|||||||||||||||||0|en:soybeans|E322 - Lécithines,E322i - Lécithine|
Chocolats|Abtey|Royal des Lys|e|Sucre, pâte de cacao, sucre inverti, beurre de cacao, alcool, eaux de vie, Cognac Rémy Martin®, Cointreau®, extrait Grand Marnier®, émulsifiant : lécithine de _soja_, arômes, liqueur Grand Marnier®, extrait de vanille.|1937|23.4|44.6||4.5|0.02|||||||||||||||||0|soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Abtey|Chocolat fourré liqueur Tequila Vodka|e|Sucre, pâte de cacao, sucre inverti, beurre de cacao, alcool, tequila, vodka, émulsifiant : lécithine de _soja_, extrait de vanille.|1937|23|45||4.5|0.02|||||||||||||||||0|en:soybeans|E322 - Lécithines,E322i - Lécithine|
Chocolats|Abtey|Liqueurs de Sélection|e|Sucre, pâte de cacao, sucre inverti, beurre de cacao, alcool, Rhum St James®, whisky, Cointreau, extrait GRAND MARNIER®, Cognac Rémy Martin®, émulsifiant : lécithine de _soja_, liqueur GRAND MARNIER®, extrait de vanille.|1874|24|49||4|0.01|||||||||||||||||0|soja|E322 - Lécithines,E322i - Lécithine|
Chocolats|Abtey|Happy Hour!|e|Sucre, pâte de cacao, sucre inverti, beurre de cacao, alcool, gin, rhum blanc, vodka, aperitivo, Cointreau®, émulsifiant : lécithine de _soja_, grappa, arômes, extrait de vanille.|1935|23|45||4.5|0.02|||||||||||||||||0|en:soybeans|E110 - Jaune orangé S,E124 - Ponceau 4R,E322 - Lécithines,E322i - Lécithine|
Chocolats|Aldi|Lapin Chocolat|e|Sucre,beurre de cacao,poudre de _lait_ entier. pâte de cacao, poudre de _lait_ écrémé, émulsifiant : lécithine de tournesol, arôme naturel de vaille.|2284|32|56||6.5|0.15|||||||||||||||||0|lait, lait|E322 - Lécithines,E322i - Lécithine|
Chocolats|Antton|Noir Ouganda 80%|e|Pâte de cacao, sucre, beurre de cacao, arôme naturel de vanille.|2364|48|19||8.6|0.01|||||||||||||||||0|||
Chocolats|Antton|Noir Perou 72%|e|Pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de SOJA.|2485|45|26||10|0.05|||||||||||||||||0|SOJA|E322 - Lécithines,E322i - Lécithine|
Chocolats|Aro|Chocolat de ménage au lait|e|Sucre, beurre de cacao, poudre de _lait_ écrémé, lactosérum en poudre, pâte de cacao, matière grasse de _lait_, émulsifiants : lécithines, polyricinoléate de polyglycérol, arôme.|2125|25|63||7.1|0.31|||||||||||||||||0||E322 - Lécithines,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
